hs8,country,tariff,effective_date
"01012900","china",.1,24sep2018
"01061990","china",.05,24sep2018
"01062090","china",.05,24sep2018
"01064990","china",.05,24sep2018
"01069090","china",.1,24sep2018
"02011000","china",.25,06jul2018
"02012000","china",.25,06jul2018
"02013000","china",.25,06jul2018
"02021000","china",.25,06jul2018
"02022000","china",.25,06jul2018
"02023000","china",.25,06jul2018
"02031110","china",.25,06jul2018
"02031190","china",.25,06jul2018
"02031200","china",.25,02apr2018
"02031201","mexico",.2,05jun2018
"02031900","china",.25,02apr2018
"02031999","mexico",.2,05jun2018
"02032110","china",.25,06jul2018
"02032190","china",.25,02apr2018
"02032200","china",.25,02apr2018
"02032201","mexico",.2,05jun2018
"02032900","china",.25,02apr2018
"02032999","mexico",.2,05jun2018
"02042200","china",.1,24sep2018
"02062900","china",.25,06jul2018
"02063000","china",.25,06jul2018
"02064100","china",.25,02apr2018
"02064900","china",.25,02apr2018
"02071100","china",.25,06jul2018
"02071200","china",.25,06jul2018
"02071311","china",.25,06jul2018
"02071319","china",.25,06jul2018
"02071321","china",.25,06jul2018
"02071329","china",.25,06jul2018
"02071411","china",.25,06jul2018
"02071419","china",.25,06jul2018
"02071421","china",.25,06jul2018
"02071422","china",.25,06jul2018
"02071429","china",.25,06jul2018
"02072400","china",.25,06jul2018
"02072500","china",.25,06jul2018
"02072600","china",.25,06jul2018
"02072700","china",.25,06jul2018
"02074100","china",.25,06jul2018
"02074200","china",.25,06jul2018
"02074300","china",.25,06jul2018
"02074400","china",.25,06jul2018
"02074500","china",.25,06jul2018
"02075100","china",.25,06jul2018
"02075200","china",.25,06jul2018
"02075300","china",.25,06jul2018
"02075400","china",.25,06jul2018
"02075500","china",.25,06jul2018
"02091000","china",.25,06jul2018
"02101110","china",.25,06jul2018
"02101190","china",.25,06jul2018
"02101200","china",.25,06jul2018
"02101900","china",.25,06jul2018
"02102000","china",.1,24sep2018
"02109900","china",.1,24sep2018
"03011100","china",.25,06jul2018
"03011900","china",.25,06jul2018
"03031100","china",.25,06jul2018
"03031200","china",.25,06jul2018
"03031300","china",.25,06jul2018
"03031400","china",.25,06jul2018
"03031900","china",.25,06jul2018
"03032300","china",.25,06jul2018
"03032400","china",.25,06jul2018
"03032500","china",.25,06jul2018
"03032600","china",.25,06jul2018
"03032900","china",.25,06jul2018
"03033110","china",.25,06jul2018
"03033190","china",.25,06jul2018
"03033200","china",.25,06jul2018
"03033300","china",.25,06jul2018
"03033400","china",.25,06jul2018
"03033900","china",.25,06jul2018
"03034100","china",.25,06jul2018
"03034200","china",.25,06jul2018
"03034300","china",.25,06jul2018
"03034400","china",.25,06jul2018
"03034510","china",.25,06jul2018
"03034520","china",.25,06jul2018
"03034600","china",.25,06jul2018
"03034900","china",.25,06jul2018
"03035100","china",.25,06jul2018
"03035300","china",.25,06jul2018
"03035400","china",.25,06jul2018
"03035500","china",.25,06jul2018
"03035600","china",.25,06jul2018
"03035700","china",.25,06jul2018
"03035900","china",.25,06jul2018
"03036300","china",.25,06jul2018
"03036400","china",.25,06jul2018
"03036500","china",.25,06jul2018
"03036600","china",.25,06jul2018
"03036700","china",.25,06jul2018
"03036800","china",.25,06jul2018
"03036900","china",.25,06jul2018
"03038100","china",.25,06jul2018
"03038200","china",.25,06jul2018
"03038300","china",.25,06jul2018
"03038400","china",.25,06jul2018
"03038910","china",.25,06jul2018
"03038920","china",.25,06jul2018
"03038930","china",.25,06jul2018
"03038990","china",.25,06jul2018
"03039100","china",.25,06jul2018
"03039200","china",.25,06jul2018
"03039900","china",.25,06jul2018
"03046100","china",.25,06jul2018
"03046211","china",.25,06jul2018
"03046219","china",.25,06jul2018
"03046290","china",.25,06jul2018
"03046300","china",.25,06jul2018
"03046900","china",.25,06jul2018
"03047100","china",.25,06jul2018
"03047200","china",.25,06jul2018
"03047300","china",.25,06jul2018
"03047400","china",.25,06jul2018
"03047500","china",.25,06jul2018
"03047900","china",.25,06jul2018
"03048100","china",.25,06jul2018
"03048200","china",.25,06jul2018
"03048300","china",.25,06jul2018
"03048400","china",.25,06jul2018
"03048500","china",.25,06jul2018
"03048600","china",.25,06jul2018
"03048700","china",.25,06jul2018
"03048800","china",.25,06jul2018
"03048900","china",.25,06jul2018
"03049100","china",.25,06jul2018
"03049200","china",.25,06jul2018
"03049300","china",.25,06jul2018
"03049400","china",.25,06jul2018
"03049500","china",.25,06jul2018
"03049600","china",.25,06jul2018
"03049700","china",.25,06jul2018
"03049900","china",.25,06jul2018
"03051000","china",.25,06jul2018
"03052000","china",.25,06jul2018
"03054120","china",.1,24sep2018
"03061100","china",.25,06jul2018
"03061200","china",.25,06jul2018
"03061410","china",.25,06jul2018
"03061490","china",.25,06jul2018
"03061500","china",.25,06jul2018
"03061611","china",.25,06jul2018
"03061612","china",.25,06jul2018
"03061619","china",.25,06jul2018
"03061621","china",.25,06jul2018
"03061629","china",.25,06jul2018
"03061711","china",.25,06jul2018
"03061719","china",.25,06jul2018
"03061721","china",.25,06jul2018
"03061729","china",.25,06jul2018
"03061911","china",.25,06jul2018
"03061919","china",.25,06jul2018
"03061990","china",.25,06jul2018
"03063110","china",.25,06jul2018
"03063190","china",.25,06jul2018
"03063210","china",.25,06jul2018
"03063290","china",.25,06jul2018
"03063310","china",.25,06jul2018
"03063391","china",.25,06jul2018
"03063392","china",.25,06jul2018
"03063399","china",.25,06jul2018
"03063410","china",.25,06jul2018
"03063490","china",.25,06jul2018
"03063510","china",.25,06jul2018
"03063520","china",.25,06jul2018
"03063590","china",.25,06jul2018
"03063610","china",.25,06jul2018
"03063620","china",.25,06jul2018
"03063690","china",.25,06jul2018
"03063910","china",.25,06jul2018
"03063990","china",.25,06jul2018
"03069100","china",.25,06jul2018
"03069200","china",.25,06jul2018
"03069310","china",.25,06jul2018
"03069320","china",.25,06jul2018
"03069390","china",.25,06jul2018
"03069400","china",.25,06jul2018
"03069510","china",.25,06jul2018
"03069590","china",.25,06jul2018
"03069900","china",.25,06jul2018
"03071110","china",.25,06jul2018
"03071190","china",.25,06jul2018
"03071200","china",.25,06jul2018
"03071900","china",.25,06jul2018
"03072110","china",.25,06jul2018
"03072190","china",.25,06jul2018
"03072200","china",.25,06jul2018
"03072900","china",.25,06jul2018
"03073110","china",.25,06jul2018
"03073190","china",.25,06jul2018
"03073200","china",.25,06jul2018
"03073900","china",.25,06jul2018
"03074210","china",.25,06jul2018
"03074291","china",.25,06jul2018
"03074299","china",.25,06jul2018
"03074310","china",.25,06jul2018
"03074390","china",.25,06jul2018
"03074910","china",.25,06jul2018
"03074990","china",.25,06jul2018
"03075100","china",.25,06jul2018
"03075200","china",.25,06jul2018
"03075900","china",.25,06jul2018
"03076010","china",.25,06jul2018
"03076090","china",.25,06jul2018
"03077110","china",.25,06jul2018
"03077191","china",.25,06jul2018
"03077199","china",.25,06jul2018
"03077200","china",.25,06jul2018
"03077900","china",.25,06jul2018
"03078110","china",.25,06jul2018
"03078190","china",.25,06jul2018
"03078210","china",.25,06jul2018
"03078290","china",.25,06jul2018
"03078300","china",.25,06jul2018
"03078400","china",.25,06jul2018
"03078700","china",.25,06jul2018
"03078800","china",.25,06jul2018
"03079110","china",.25,06jul2018
"03079190","china",.25,06jul2018
"03079200","china",.25,06jul2018
"03079900","china",.25,06jul2018
"03081110","china",.25,06jul2018
"03081190","china",.25,06jul2018
"03081200","china",.25,06jul2018
"03081900","china",.25,06jul2018
"03082110","china",.25,06jul2018
"03082190","china",.25,06jul2018
"03082200","china",.25,06jul2018
"03082900","china",.25,06jul2018
"03083011","china",.25,06jul2018
"03083019","china",.25,06jul2018
"03083090","china",.25,06jul2018
"03089011","china",.25,06jul2018
"03089012","china",.25,06jul2018
"03089019","china",.25,06jul2018
"03089090","china",.25,06jul2018
"04011000","china",.25,06jul2018
"04012000","china",.25,06jul2018
"04014000","china",.25,06jul2018
"04015000","china",.25,06jul2018
"04021000","china",.25,06jul2018
"04022100","china",.25,06jul2018
"04022900","china",.25,06jul2018
"04029100","china",.25,06jul2018
"04029900","china",.25,06jul2018
"04031000","china",.25,06jul2018
"04031010","canada",.1,01jul2018
"04031020","canada",.1,01jul2018
"04039000","china",.25,06jul2018
"04041000","china",.25,06jul2018
"04049000","china",.25,06jul2018
"04051000","china",.25,06jul2018
"04052000","china",.25,06jul2018
"04059000","china",.25,06jul2018
"04061000","china",.25,06jul2018
"04061001","mexico",.25,05jun2018
"04062000","china",.25,06jul2018
"04062001","mexico",.2,05jun2018
"04063000","china",.25,06jul2018
"04064000","china",.25,06jul2018
"04069000","china",.25,06jul2018
"04069004","mexico",.2,05jun2018
"04069099","mexico",.25,05jun2018
"04081900","china",.05,24sep2018
"04090000","china",.1,24sep2018
"04100049","china",.1,24sep2018
"04100090","china",.1,24sep2018
"05040011","china",.1,24sep2018
"05040012","china",.1,24sep2018
"05040021","china",.25,06jul2018
"05040029","china",.1,24sep2018
"05051000","china",.1,24sep2018
"05059090","china",.05,24sep2018
"05080010","china",.1,24sep2018
"05080090","china",.1,24sep2018
"05119190","china",.05,24sep2018
"05119990","china",.1,24sep2018
"06022090","china",.1,24sep2018
"06029099","china",.1,24sep2018
"06031900","china",.1,24sep2018
"06039000","china",.1,24sep2018
"06042010","china",.1,24sep2018
"06042090","china",.1,24sep2018
"06049090","china",.1,24sep2018
"07011000","china",.25,06jul2018
"07019000","china",.25,06jul2018
"07020000","china",.25,06jul2018
"07031010","china",.25,06jul2018
"07031020","china",.25,06jul2018
"07032010","china",.25,06jul2018
"07032020","china",.25,06jul2018
"07032090","china",.25,06jul2018
"07039010","china",.25,06jul2018
"07039020","china",.25,06jul2018
"07039090","china",.25,06jul2018
"07041000","china",.25,06jul2018
"07042000","china",.25,06jul2018
"07049010","china",.25,06jul2018
"07049020","china",.25,06jul2018
"07049090","china",.25,06jul2018
"07051100","china",.25,06jul2018
"07051900","china",.25,06jul2018
"07052100","china",.25,06jul2018
"07052900","china",.25,06jul2018
"07061000","china",.25,06jul2018
"07069000","china",.25,06jul2018
"07070000","china",.25,06jul2018
"07081000","china",.25,06jul2018
"07082000","china",.25,06jul2018
"07089000","china",.25,06jul2018
"07092000","china",.25,06jul2018
"07093000","china",.25,06jul2018
"07094000","china",.25,06jul2018
"07095100","china",.25,06jul2018
"07095910","china",.25,06jul2018
"07095920","china",.25,06jul2018
"07095930","china",.25,06jul2018
"07095940","china",.25,06jul2018
"07095950","china",.25,06jul2018
"07095960","china",.25,06jul2018
"07095990","china",.25,06jul2018
"07096000","china",.25,06jul2018
"07097000","china",.25,06jul2018
"07099100","china",.25,06jul2018
"07099200","china",.25,06jul2018
"07099300","china",.25,06jul2018
"07099910","china",.25,06jul2018
"07099990","china",.25,06jul2018
"07101000","china",.05,24sep2018
"07102100","china",.1,24sep2018
"07102290","china",.05,24sep2018
"07102900","china",.1,24sep2018
"07103000","china",.1,24sep2018
"07104000","china",.05,24sep2018
"07104000","eu",.25,22jun2018
"07108090","china",.05,24sep2018
"07109000","china",.05,24sep2018
"07119030","eu",.25,22jun2018
"07122000","china",.25,06jul2018
"07123100","china",.25,06jul2018
"07123200","china",.25,06jul2018
"07123300","china",.25,06jul2018
"07123910","china",.25,06jul2018
"07123920","china",.25,06jul2018
"07123950","china",.25,06jul2018
"07123991","china",.25,06jul2018
"07123999","china",.25,06jul2018
"07129010","china",.25,06jul2018
"07129020","china",.25,06jul2018
"07129030","china",.25,06jul2018
"07129040","china",.25,06jul2018
"07129050","china",.25,06jul2018
"07129091","china",.25,06jul2018
"07129099","china",.25,06jul2018
"07131010","china",.25,06jul2018
"07131090","china",.25,06jul2018
"07132010","china",.25,06jul2018
"07132090","china",.25,06jul2018
"07133110","china",.25,06jul2018
"07133190","china",.25,06jul2018
"07133210","china",.25,06jul2018
"07133290","china",.25,06jul2018
"07133310","china",.25,06jul2018
"07133390","china",.25,06jul2018
"07133390","eu",.25,22jun2018
"07133400","china",.25,06jul2018
"07133500","china",.25,06jul2018
"07133900","china",.25,06jul2018
"07134010","china",.25,06jul2018
"07134090","china",.25,06jul2018
"07135010","china",.25,06jul2018
"07135090","china",.25,06jul2018
"07136010","china",.25,06jul2018
"07136090","china",.25,06jul2018
"07139010","china",.25,06jul2018
"07139090","china",.25,06jul2018
"07141010","china",.25,06jul2018
"07141020","china",.25,06jul2018
"07142011","china",.25,06jul2018
"07142019","china",.25,06jul2018
"07142020","china",.25,06jul2018
"07142030","china",.1,24sep2018
"07143000","china",.25,06jul2018
"07144000","china",.25,06jul2018
"07145000","china",.25,06jul2018
"07149010","china",.25,06jul2018
"07149021","china",.25,06jul2018
"07149029","china",.25,06jul2018
"07149090","china",.25,06jul2018
"08011100","china",.25,02apr2018
"08011200","china",.25,02apr2018
"08011910","china",.25,06jul2018
"08011990","china",.25,02apr2018
"08012100","china",.25,02apr2018
"08012200","china",.25,02apr2018
"08013100","china",.25,02apr2018
"08013200","china",.25,02apr2018
"08021100","china",.25,02apr2018
"08021100","turkey",.05,21jun2018
"08021200","china",.25,02apr2018
"08021200","turkey",.05,21jun2018
"08022100","china",.25,02apr2018
"08022100","turkey",.05,21jun2018
"08022200","china",.25,02apr2018
"08022200","turkey",.05,21jun2018
"08023100","china",.25,02apr2018
"08023100","turkey",.05,21jun2018
"08023200","china",.25,02apr2018
"08023200","turkey",.05,21jun2018
"08024100","turkey",.05,21jun2018
"08024110","china",.25,02apr2018
"08024190","china",.25,06jul2018
"08024200","turkey",.05,21jun2018
"08024210","china",.25,06jul2018
"08024290","china",.25,02apr2018
"08025100","china",.25,02apr2018
"08025100","turkey",.05,21jun2018
"08025200","china",.25,02apr2018
"08025200","turkey",.05,21jun2018
"08026100","turkey",.05,21jun2018
"08026110","china",.25,06jul2018
"08026190","china",.25,02apr2018
"08026200","china",.25,02apr2018
"08026200","turkey",.05,21jun2018
"08027000","china",.25,06jul2018
"08027000","turkey",.05,21jun2018
"08027010","turkey",.05,21jun2018
"08027020","turkey",.05,21jun2018
"08028000","china",.25,02apr2018
"08028000","turkey",.05,21jun2018
"08028010","turkey",.05,21jun2018
"08028020","turkey",.05,21jun2018
"08029010","turkey",.05,21jun2018
"08029015","turkey",.05,21jun2018
"08029020","china",.25,06jul2018
"08029020","turkey",.05,21jun2018
"08029025","turkey",.05,21jun2018
"08029030","china",.25,02apr2018
"08029082","turkey",.05,21jun2018
"08029090","china",.25,02apr2018
"08029092","turkey",.05,21jun2018
"08029096","turkey",.05,21jun2018
"08029098","turkey",.05,21jun2018
"08031000","china",.25,02apr2018
"08039000","china",.25,02apr2018
"08041000","china",.25,02apr2018
"08042000","china",.25,02apr2018
"08043000","china",.25,02apr2018
"08044000","china",.25,02apr2018
"08045010","china",.25,02apr2018
"08045020","china",.25,02apr2018
"08045030","china",.25,02apr2018
"08051000","china",.25,02apr2018
"08052110","china",.25,06jul2018
"08052190","china",.25,02apr2018
"08052200","china",.25,02apr2018
"08052900","china",.25,02apr2018
"08054000","china",.25,02apr2018
"08055000","china",.25,02apr2018
"08059000","china",.25,02apr2018
"08061000","china",.25,02apr2018
"08062000","china",.25,02apr2018
"08071100","china",.25,02apr2018
"08071910","china",.25,02apr2018
"08071920","china",.25,06jul2018
"08071990","china",.25,06jul2018
"08072000","china",.25,02apr2018
"08081000","china",.25,02apr2018
"08081001","mexico",.2,05jun2018
"08083010","china",.25,02apr2018
"08083020","china",.25,06jul2018
"08083090","china",.25,02apr2018
"08084000","china",.25,06jul2018
"08091000","china",.25,06jul2018
"08092100","china",.25,02apr2018
"08092900","china",.25,02apr2018
"08093000","china",.25,02apr2018
"08094000","china",.25,02apr2018
"08101000","china",.25,02apr2018
"08102000","china",.25,02apr2018
"08103000","china",.25,06jul2018
"08104000","china",.25,02apr2018
"08105000","china",.25,02apr2018
"08106000","china",.25,02apr2018
"08107000","china",.25,02apr2018
"08109010","china",.25,02apr2018
"08109030","china",.25,02apr2018
"08109040","china",.25,02apr2018
"08109050","china",.25,02apr2018
"08109060","china",.25,02apr2018
"08109070","china",.25,02apr2018
"08109080","china",.25,02apr2018
"08109090","china",.25,02apr2018
"08111000","china",.15,02apr2018
"08112000","china",.15,02apr2018
"08119090","china",.15,02apr2018
"08121000","china",.15,02apr2018
"08129000","china",.15,02apr2018
"08131000","china",.25,02apr2018
"08132000","china",.25,02apr2018
"08133000","china",.25,02apr2018
"08134010","china",.25,02apr2018
"08134020","china",.25,02apr2018
"08134030","china",.25,02apr2018
"08134040","china",.25,02apr2018
"08134090","china",.25,02apr2018
"08135000","china",.25,02apr2018
"08140000","china",.1,24sep2018
"09011100","china",.1,24sep2018
"09011200","china",.1,24sep2018
"09012100","canada",.1,01jul2018
"09012100","china",.1,24sep2018
"09012200","china",.1,24sep2018
"09019010","china",.05,24sep2018
"09021010","china",.1,24sep2018
"09021090","china",.1,24sep2018
"09022090","china",.1,24sep2018
"09023010","china",.1,24sep2018
"09023090","china",.1,24sep2018
"09024090","china",.1,24sep2018
"09041100","china",.1,24sep2018
"09041200","china",.1,24sep2018
"09042200","china",.1,24sep2018
"09061900","china",.1,24sep2018
"09093200","china",.1,24sep2018
"09096290","china",.05,24sep2018
"09101200","china",.1,24sep2018
"09109100","china",.1,24sep2018
"09109900","china",.1,24sep2018
"10011900","china",.25,06jul2018
"10019900","china",.25,06jul2018
"10059000","china",.25,06jul2018
"10059000","eu",.25,22jun2018
"10061000","turkey",.2,21jun2018
"10061011","china",.25,06jul2018
"10061019","china",.25,06jul2018
"10061091","china",.25,06jul2018
"10061099","china",.25,06jul2018
"10062010","china",.25,06jul2018
"10062020","turkey",.2,21jun2018
"10062040","turkey",.2,21jun2018
"10062090","china",.25,06jul2018
"10063010","china",.25,06jul2018
"10063010","turkey",.2,21jun2018
"10063021","eu",.25,22jun2018
"10063023","eu",.25,22jun2018
"10063025","eu",.25,22jun2018
"10063027","eu",.25,22jun2018
"10063042","eu",.25,22jun2018
"10063044","eu",.25,22jun2018
"10063046","eu",.25,22jun2018
"10063048","eu",.25,22jun2018
"10063061","eu",.25,22jun2018
"10063063","eu",.25,22jun2018
"10063065","eu",.25,22jun2018
"10063067","eu",.25,22jun2018
"10063090","china",.25,06jul2018
"10063090","turkey",.2,21jun2018
"10063092","eu",.25,22jun2018
"10063094","eu",.25,22jun2018
"10063096","eu",.25,22jun2018
"10063098","eu",.25,22jun2018
"10064000","eu",.25,22jun2018
"10064000","turkey",.2,21jun2018
"10064010","china",.25,06jul2018
"10064090","china",.25,06jul2018
"10079000","china",.25,06jul2018
"11010000","china",.1,24sep2018
"11022000","china",.25,06jul2018
"11029011","china",.25,06jul2018
"11029019","china",.25,06jul2018
"11029090","china",.1,24sep2018
"11031100","china",.1,24sep2018
"11031921","china",.25,06jul2018
"11031929","china",.25,06jul2018
"11041200","china",.1,24sep2018
"11041990","china",.05,24sep2018
"11042200","china",.1,24sep2018
"11042990","china",.1,24sep2018
"11043000","china",.1,24sep2018
"11051000","china",.05,24sep2018
"11052000","china",.1,24sep2018
"11061000","china",.05,24sep2018
"11063000","china",.1,24sep2018
"11071000","china",.1,24sep2018
"11072000","china",.1,24sep2018
"11081200","china",.05,24sep2018
"11081300","china",.1,24sep2018
"11081400","china",.1,24sep2018
"11081900","china",.1,24sep2018
"11090000","china",.1,24sep2018
"12019010","china",.25,06jul2018
"12019020","china",.25,06jul2018
"12024100","china",.05,24sep2018
"12024200","china",.1,24sep2018
"12040000","china",.1,24sep2018
"12060090","china",.1,24sep2018
"12071090","china",.05,24sep2018
"12075090","china",.1,24sep2018
"12079999","china",.1,24sep2018
"12102000","china",.1,24sep2018
"12112010","china",.15,02apr2018
"12112091","china",.15,02apr2018
"12112099","china",.15,02apr2018
"12119039","china",.1,24sep2018
"12119050","china",.1,24sep2018
"12119099","china",.1,24sep2018
"12122190","china",.1,24sep2018
"12129100","china",.05,24sep2018
"12129912","china",.1,24sep2018
"12129919","china",.05,24sep2018
"12129999","china",.1,24sep2018
"12141000","china",.25,06jul2018
"12149000","china",.25,06jul2018
"13012000","china",.1,24sep2018
"13019090","china",.1,24sep2018
"13021200","china",.1,24sep2018
"13021300","china",.05,24sep2018
"13021990","china",.1,24sep2018
"13022000","china",.1,24sep2018
"13023100","china",.1,24sep2018
"13023200","china",.1,24sep2018
"13023911","china",.05,24sep2018
"13023919","china",.1,24sep2018
"13023990","china",.1,24sep2018
"14011000","china",.1,24sep2018
"14042000","china",.25,06jul2018
"14049090","china",.1,24sep2018
"15041000","china",.1,24sep2018
"15042000","china",.1,24sep2018
"15060000","china",.1,24sep2018
"15071000","china",.1,24sep2018
"15079000","china",.1,24sep2018
"15081000","china",.1,24sep2018
"15089000","china",.1,24sep2018
"15091000","china",.1,24sep2018
"15099000","china",.1,24sep2018
"15121100","china",.1,24sep2018
"15121900","china",.1,24sep2018
"15122900","china",.05,24sep2018
"15131100","china",.1,24sep2018
"15131900","china",.1,24sep2018
"15141100","china",.1,24sep2018
"15149900","china",.1,24sep2018
"15151100","china",.1,24sep2018
"15151900","china",.05,24sep2018
"15152900","china",.1,24sep2018
"15153000","china",.1,24sep2018
"15155000","china",.1,24sep2018
"15159010","china",.1,24sep2018
"15159090","china",.1,24sep2018
"15161000","china",.1,24sep2018
"15162000","china",.1,24sep2018
"15171000","china",.1,24sep2018
"15179010","china",.1,24sep2018
"15179090","china",.1,24sep2018
"15180000","china",.1,24sep2018
"15200000","china",.1,24sep2018
"15211000","china",.1,24sep2018
"15219010","china",.05,24sep2018
"16010002","mexico",.15,05jun2018
"16010010","china",.1,24sep2018
"16010020","china",.1,24sep2018
"16021000","china",.1,24sep2018
"16023100","china",.05,24sep2018
"16023211","canada",.1,01jul2018
"16023291","china",.05,24sep2018
"16023292","canada",.1,01jul2018
"16024100","china",.1,24sep2018
"16024101","mexico",.2,05jun2018
"16024201","mexico",.2,05jun2018
"16025010","canada",.1,01jul2018
"16025090","china",.1,24sep2018
"16025099","canada",.1,01jul2018
"16030000","china",.25,06jul2018
"16041110","china",.25,06jul2018
"16041190","china",.25,06jul2018
"16041200","china",.25,06jul2018
"16041300","china",.25,06jul2018
"16041400","china",.25,06jul2018
"16041500","china",.25,06jul2018
"16041600","china",.25,06jul2018
"16041700","china",.25,06jul2018
"16041800","china",.25,06jul2018
"16041920","china",.25,06jul2018
"16041931","china",.25,06jul2018
"16041939","china",.25,06jul2018
"16041990","china",.25,06jul2018
"16042011","china",.25,06jul2018
"16042019","china",.25,06jul2018
"16042091","china",.25,06jul2018
"16042099","china",.25,06jul2018
"16043100","china",.25,06jul2018
"16043200","china",.25,06jul2018
"16051000","china",.25,06jul2018
"16052100","china",.25,06jul2018
"16052900","china",.25,06jul2018
"16053000","china",.25,06jul2018
"16054011","china",.25,06jul2018
"16054019","china",.25,06jul2018
"16054090","china",.25,06jul2018
"16055100","china",.25,06jul2018
"16055200","china",.25,06jul2018
"16055300","china",.25,06jul2018
"16055400","china",.25,06jul2018
"16055500","china",.25,06jul2018
"16055610","china",.25,06jul2018
"16055620","china",.25,06jul2018
"16055700","china",.25,06jul2018
"16055800","china",.25,06jul2018
"16055900","china",.25,06jul2018
"16056100","china",.25,06jul2018
"16056200","china",.25,06jul2018
"16056300","china",.25,06jul2018
"16056900","china",.25,06jul2018
"17011400","china",.1,24sep2018
"17019100","china",.05,24sep2018
"17019910","china",.1,24sep2018
"17019990","china",.1,24sep2018
"17021100","china",.05,24sep2018
"17021900","china",.05,24sep2018
"17022000","canada",.1,01jul2018
"17022000","china",.1,24sep2018
"17023000","china",.1,24sep2018
"17025000","china",.1,24sep2018
"17026000","china",.1,24sep2018
"17029000","china",.1,24sep2018
"17041000","china",.1,24sep2018
"17049000","china",.1,24sep2018
"17049020","canada",.1,01jul2018
"17049090","canada",.1,01jul2018
"18010000","china",.1,24sep2018
"18031000","china",.1,24sep2018
"18040000","china",.1,24sep2018
"18050000","china",.1,24sep2018
"18061000","china",.05,24sep2018
"18062000","china",.1,24sep2018
"18063100","canada",.1,01jul2018
"18063100","china",.1,24sep2018
"18063200","canada",.1,01jul2018
"18063200","china",.1,24sep2018
"18069000","china",.1,24sep2018
"19011010","china",.1,24sep2018
"19011090","china",.05,24sep2018
"19012000","china",.1,24sep2018
"19019000","china",.1,24sep2018
"19021100","china",.1,24sep2018
"19021900","china",.1,24sep2018
"19022000","china",.1,24sep2018
"19023010","china",.05,24sep2018
"19023030","china",.1,24sep2018
"19023090","china",.1,24sep2018
"19041000","china",.1,24sep2018
"19041030","eu",.25,22jun2018
"19042000","china",.1,24sep2018
"19043000","china",.05,24sep2018
"19049000","china",.1,24sep2018
"19049010","eu",.25,22jun2018
"19053100","china",.1,24sep2018
"19053200","china",.1,24sep2018
"19054000","china",.1,24sep2018
"19059000","china",.1,24sep2018
"19059051","canada",.1,01jul2018
"20011000","canada",.1,01jul2018
"20011000","china",.1,24sep2018
"20019030","eu",.25,22jun2018
"20019090","china",.1,24sep2018
"20021010","china",.1,24sep2018
"20029011","china",.05,24sep2018
"20029019","china",.05,24sep2018
"20029090","china",.05,24sep2018
"20031011","china",.1,24sep2018
"20039010","china",.1,24sep2018
"20041000","china",.05,24sep2018
"20041001","mexico",.2,05jun2018
"20049000","china",.1,24sep2018
"20049010","eu",.25,22jun2018
"20051000","china",.05,24sep2018
"20052000","china",.1,24sep2018
"20054000","china",.1,24sep2018
"20055119","china",.1,24sep2018
"20055910","china",.1,24sep2018
"20057000","china",.1,24sep2018
"20058000","china",.1,24sep2018
"20058000","eu",.25,22jun2018
"20059991","china",.1,24sep2018
"20059999","china",.1,24sep2018
"20060020","china",.1,24sep2018
"20060090","china",.1,24sep2018
"20071000","china",.1,24sep2018
"20079100","china",.1,24sep2018
"20079910","canada",.1,01jul2018
"20079910","china",.1,24sep2018
"20079990","china",.1,24sep2018
"20081110","china",.1,24sep2018
"20081110","eu",.25,22jun2018
"20081120","china",.05,24sep2018
"20081130","china",.05,24sep2018
"20081190","china",.1,24sep2018
"20081920","china",.05,24sep2018
"20081999","china",.1,24sep2018
"20083090","china",.05,24sep2018
"20085000","china",.1,24sep2018
"20086010","china",.1,24sep2018
"20086090","china",.05,24sep2018
"20087010","china",.1,24sep2018
"20088000","china",.1,24sep2018
"20089300","china",.25,06jul2018
"20089301","mexico",.2,05jun2018
"20089311","eu",.25,22jun2018
"20089319","eu",.25,22jun2018
"20089329","eu",.25,22jun2018
"20089391","eu",.25,22jun2018
"20089393","eu",.25,22jun2018
"20089399","eu",.25,22jun2018
"20089700","china",.1,24sep2018
"20089931","china",.1,24sep2018
"20089990","china",.05,24sep2018
"20091100","china",.25,06jul2018
"20091200","canada",.1,01jul2018
"20091200","china",.25,06jul2018
"20091200","eu",.25,22jun2018
"20091900","china",.05,24sep2018
"20091911","eu",.25,22jun2018
"20091919","eu",.25,22jun2018
"20091991","eu",.25,22jun2018
"20091998","eu",.25,22jun2018
"20092100","china",.1,24sep2018
"20092900","china",.1,24sep2018
"20093110","china",.1,24sep2018
"20093910","china",.1,24sep2018
"20094100","china",.1,24sep2018
"20094900","china",.1,24sep2018
"20095000","china",.05,24sep2018
"20096100","china",.1,24sep2018
"20096900","china",.1,24sep2018
"20097100","china",.1,24sep2018
"20097900","china",.1,24sep2018
"20098100","china",.05,24sep2018
"20098111","eu",.25,22jun2018
"20098119","eu",.25,22jun2018
"20098131","eu",.25,22jun2018
"20098159","eu",.25,22jun2018
"20098195","eu",.25,22jun2018
"20098199","eu",.25,22jun2018
"20098912","china",.1,24sep2018
"20098913","china",.1,24sep2018
"20098914","china",.1,24sep2018
"20098919","china",.05,24sep2018
"20098920","china",.1,24sep2018
"20099010","china",.1,24sep2018
"20099090","china",.1,24sep2018
"21011100","china",.1,24sep2018
"21011200","china",.1,24sep2018
"21012000","china",.1,24sep2018
"21021000","china",.1,24sep2018
"21022000","china",.1,24sep2018
